t_over_M,linear_h20_real_over_nu_M_over_R,linear_h20_imag_over_nu_M_over_R,delta_hD20_real_over_nu_M_over_R,delta_hD20_imag_over_nu_M_over_R,delta_hS20_real_over_nu_M_over_R,delta_hS20_imag_over_nu_M_over_R,nonlinear_null_total_h20_real_over_nu_M_over_R,nonlinear_null_total_h20_imag_over_nu_M_over_R,total_h20_real_over_nu_M_over_R,total_h20_imag_over_nu_M_over_R,linear_h30_real_over_nu_M_over_R,linear_h30_imag_over_nu_M_over_R,delta_hD30_real_over_nu_M_over_R,delta_hD30_imag_over_nu_M_over_R,delta_hS30_real_over_nu_M_over_R,delta_hS30_imag_over_nu_M_over_R,nonlinear_null_total_h30_real_over_nu_M_over_R,nonlinear_null_total_h30_imag_over_nu_M_over_R,total_h30_real_over_nu_M_over_R,total_h30_imag_over_nu_M_over_R
-232.0,-0.07270622247955122,-0.0009430810319172415,-2.0028641387320477e-11,1.8502832910393074e-31,-1.2223895845953253e-30,3.843974045512349e-11,-2.0028641387320477e-11,3.843974045512349e-11,-0.07270622249957986,-0.0009430809934775011,0.0032720774764916057,8.393540925243602e-06,8.118477428035115e-13,2.4684949788183207e-30,2.046581227830374e-29,3.2328528294808535e-12,8.118477428035115e-13,3.2328528294808535e-12,0.0032720774773034532,8.393544158096432e-06
-231.5,-0.0727847630171111,-0.000967388071853377,-2.0079679667391512e-11,5.645445571275017e-31,-7.484909792112056e-30,3.5467564064274335e-11,-2.0079679667391512e-11,3.5467564064274335e-11,-0.07278476303719078,-0.0009673880363858129,0.003274665088321842,2.1083884453941375e-06,8.1222642114343e-13,2.46224029021233e-30,4.199105982193864e-30,3.089118985964609e-12,8.1222642114343e-13,3.089118985964609e-12,0.0032746650891340686,2.1083915345131232e-06
-231.0,-0.07286140735874343,-0.000988956412943727,-2.012750267438401e-11,1.8760997216725454e-30,-5.3481841960469135e-31,2.976264830759865e-11,-2.012750267438401e-11,2.976264830759865e-11,-0.07286140737887092,-0.0009889563831810787,0.0032769580192999605,-3.6792681119184392e-06,8.126752766190121e-13,2.4257828985882663e-30,-5.760755984287174e-30,2.7843461052153452e-12,8.126752766190121e-13,2.7843461052153452e-12,0.003276958020112636,-3.679265327572334e-06
-230.5,-0.07293897228141172,-0.001006326745973691,-2.0174992081949484e-11,3.0964477559116593e-30,8.049829418226751e-31,2.2005050002012365e-11,-2.0174992081949484e-11,2.2005050002012365e-11,-0.0729389723015867,-0.001006326723968641,0.0032792865210393074,-8.63512656085674e-06,8.13472202828876e-13,2.4632722805137303e-30,1.1761205505733005e-29,2.3724450927260783e-12,8.13472202828876e-13,2.3724450927260783e-12,0.0032792865218527795,-8.635124188411646e-06
-230.0,-0.07302034700273735,-0.0010185243063737144,-2.022559762831681e-11,3.905552835502455e-30,-5.209134827401275e-30,1.3044002060259995e-11,-2.022559762831681e-11,1.3044002060259995e-11,-0.07302034702296295,-0.0010185242933297123,0.003281990693068675,-1.2552079209029402e-05,8.148262369442326e-13,2.524285741151918e-30,7.101319705823727e-31,1.9059472783537327e-12,8.148262369442326e-13,1.9059472783537327e-12,0.0032819906938835013,-1.2552077303082124e-05
-229.5,-0.07310825544037496,-0.001025133050780759,-2.028330119318506e-11,4.2042054032508974e-30,2.473371679219419e-31,3.814058660849683e-12,-2.028330119318506e-11,3.814058660849683e-12,-0.07310825546065826,-0.0010251330469667004,0.003285374097355808,-1.535880412917084e-05,8.168991616327706e-13,2.656627018764058e-30,-5.72871405669081e-31,1.4304643409589497e-12,8.168991616327706e-13,1.4304643409589497e-12,0.003285374098172707,-1.53588026987065e-05
-229.0,-0.07320502652710562,-0.0010263148888880157,-2.0352394775628075e-11,4.318747722541697e-30,2.388936753415945e-30,-4.755073140256279e-12,-2.0352394775628075e-11,-4.755073140256279e-12,-0.07320502654745802,-0.0010263148936430887,0.003289660946008237,-1.7109402617201258e-05,8.198239571347935e-13,2.6877229295717386e-30,-4.152722193562033e-30,9.821011912973147e-13,8.198239571347935e-13,9.821011912973147e-13,0.0032896609468280606,-1.7109401635100068e-05
-228.5,-0.07331239406718304,-0.001022773255299151,-2.0437062037484678e-11,4.341624686075153e-30,1.1918403297430594e-30,-1.1826797454751591e-11,-2.0437062037484678e-11,-1.1826797454751591e-11,-0.07331239408762011,-0.0010227732671259484,0.003294963577817062,-1.795680988280401e-05,8.23713841454513e-13,2.672744433133855e-30,-4.078253724109169e-30,5.868205159117507e-13,8.23713841454513e-13,5.868205159117507e-13,0.003294963578640776,-1.7956809295983495e-05
-228.0,-0.07343134500761754,-0.0010156653170747786,-2.0540812241138834e-11,4.444572252906363e-30,-8.535051289903583e-30,-1.6736105608233367e-11,-2.0540812241138834e-11,-1.6736105608233367e-11,-0.07343134502815836,-0.0010156653338108841,0.0033012653105305365,-1.811478332404805e-05,8.286597638771942e-13,2.7135384026950963e-30,-8.969033564298398e-30,2.6032075678324703e-13,8.286597638771942e-13,2.6032075678324703e-13,0.003301265311359196,-1.8114783063727295e-05
-227.5,-0.07356203047939099,-0.0010064717162510985,-2.0665867225997224e-11,4.281259395203762e-30,-4.339928438983503e-30,-1.9051328941131963e-11,-2.0665867225997224e-11,-1.9051328941131963e-11,-0.07356203050005686,-0.0010064717353024273,0.003308421335952822,-1.7814548905682303e-05,8.347117266646542e-13,2.762408335773538e-30,-1.7390399828849528e-29,7.38364285097072e-15,8.347117266646542e-13,7.383642850970723e-15,0.003308421336787534,-1.781454889829866e-05
-227.0,-0.07370374806529187,-0.0009968365838691658,-2.0812636522706144e-11,4.107887231836397e-30,-7.551736171545591e-30,-1.8613707057245282e-11,-2.0812636522706144e-11,-1.8613707057245282e-11,-0.07370374808610451,-0.000996836602482873,0.0033161774726115107,-1.7262584915297714e-05,8.418398527991243e-13,2.8006483681541267e-30,4.501003050621945e-30,-1.794661108526973e-13,8.418398527991243e-13,-1.794661108526973e-13,0.0033161774734533508,-1.7262585094763826e-05
-226.5,-0.07385499711984171,-0.0009883932869478827,-2.097942099385107e-11,4.093491997279811e-30,1.8361819171275817e-30,-1.555125980428356e-11,-2.097942099385107e-11,-1.555125980428356e-11,-0.07385499714082114,-0.0009883933024991424,0.0033242038293142344,-1.6605474664964284e-05,8.4988304142797e-13,2.802541634326657e-30,2.002397128528945e-29,-3.2117925115615487e-13,8.4988304142797e-13,-3.2117925115615487e-13,0.0033242038301641175,-1.6605474986143534e-05
-226.0,-0.0740136022508043,-0.000982592713758116,-2.1162447868195056e-11,3.816364929475572e-30,-6.320166526314548e-30,-1.0265685536629001e-11,-2.1162447868195056e-11,-1.0265685536629001e-11,-0.07401360227196675,-0.0009825927240238014,0.0033321383434649367,-1.590643096345632e-05,8.58511742256029e-13,2.788204087374265e-30,2.6922633240859482e-30,-4.517732332665894e-13,8.58511742256029e-13,-4.517732332665894e-13,0.0033321383443234483,-1.5906431415229553e-05
-225.5,-0.07417689390458782,-0.000980550723694469,-2.135626010968562e-11,3.6331502812094676e-30,3.239407695334718e-30,-3.3932964194344425e-12,-2.135626010968562e-11,-3.3932964194344425e-12,-0.07417689392594408,-0.0009805507270877656,0.0033396340360791247,-1.5136336635634094e-05,8.672399430148726e-13,2.8081326859924108e-30,-1.2565923747744125e-29,-6.147605229194665e-13,8.672399430148726e-13,-6.147605229194665e-13,0.0033396340369463645,-1.5136337250394617e-05
-225.0,-0.07434192994027429,-0.0009829296615348135,-2.155438795428607e-11,3.3102821203570674e-30,-1.3499681144921933e-30,4.256783248459796e-12,-2.155438795428607e-11,4.256783248459796e-12,-0.07434192996182867,-0.0009829296572780302,0.003346403694677626,-1.4180216014795383e-05,8.755058065869591e-13,2.899482778817004e-30,-2.3926625188194004e-29,-8.55680682026821e-13,8.755058065869591e-13,-8.55680682026821e-13,0.003346403695553132,-1.4180216870476065e-05
-224.5,-0.07450573852087396,-0.0009898656753694647,-2.1750161123946237e-11,2.4809474425395197e-30,-2.8646402170844277e-30,1.1781918439215081e-11,-2.1750161123946237e-11,1.1781918439215081e-11,-0.07450573854262411,-0.0009898656635875462,0.003352256475633872,-1.2858159160614082e-05,8.828046807050915e-13,2.96164501814842e-30,1.1386575461843547e-29,-1.2113389209267572e-12,8.828046807050915e-13,-1.2113389209267572e-12,0.003352256476516677,-1.2858160371953003e-05
-224.0,-0.07466556083823317,-0.0010009492703555445,-2.1937501800351894e-11,2.3931369170097935e-30,-1.908225255594473e-30,1.8275897410460074e-11,-2.1937501800351894e-11,1.8275897410460074e-11,-0.07466556086017068,-0.001000949252079647,0.003357122314364143,-1.0958112878417265e-05,8.888243199841285e-13,2.968044652242025e-30,-4.529623602190704e-29,-1.6977628519941629e-12,8.888243199841285e-13,-1.6977628519941629e-12,0.003357122315252967,-1.0958114576180118e-05
-223.5,-0.07481907226926814,-0.0010152614890980294,-2.2111565984051183e-11,1.762971295068636e-30,2.1704490916145505e-31,2.292147878428945e-11,-2.2111565984051183e-11,2.292147878428945e-11,-0.0748190722913797,-0.0010152614661765506,0.0033610615827806825,-8.276690045919046e-06,8.935233794948413e-13,2.9434223312378146e-30,-5.695717792288403e-29,-2.299989718982733e-12,8.935233794948412e-13,-2.299989718982733e-12,0.003361061583674206,-8.276692345908765e-06
-223.0,-0.07496456253434242,-0.0010314627887003623,-2.2269152772488212e-11,-5.950083742696952e-32,5.345219804676512e-31,2.5076912050588024e-11,-2.2269152772488212e-11,2.5076912050588024e-11,-0.07496456255661157,-0.0010314627636234502,0.00336425892933916,-4.663073284010607e-06,8.971182668578097e-13,3.131683986268809e-30,-9.001021874005111e-30,-2.9671063667173923e-12,8.971182668578097e-13,-2.9671063667173923e-12,0.0033642589302362784,-4.663076251116973e-06
-222.5,-0.0751010590928198,-0.0010479265676928834,-2.2408858973590133e-11,-1.0121051877381325e-30,3.41784803209571e-30,2.4347853088843728e-11,-2.2408858973590133e-11,2.4347853088843728e-11,-0.07510105911522866,-0.0010479265433450302,0.0033670017990302214,-6.023096112660331e-08,8.999875110258243e-13,3.345073326321421e-30,-4.436332911539267e-29,-3.6150401032555013e-12,8.999875110258243e-13,-3.6150401032555013e-12,0.003367001799930209,-6.023457616670656e-08
-222.0,-0.07522838305198902,-0.0010629048920079813,-2.25310085836763e-11,-8.785895601869686e-31,4.11893552751045e-31,2.063700181442757e-11,-2.25310085836763e-11,2.063700181442757e-11,-0.07522838307452002,-0.0010629048713709794,0.0033696457745714496,5.462645540734064e-06,9.025420277064878e-13,3.3611586932169436e-30,1.232752874959117e-29,-4.137596153668256e-12,9.025420277064878e-13,-4.137596153668256e-12,0.0033696457754739916,5.46264140313791e-06
-221.5,-0.07534713293620318,-0.0010747107325297725,-2.2637419979355923e-11,-7.579718464608194e-31,6.516592275416998e-30,1.4165554291517352e-11,-2.2637419979355923e-11,1.4165554291517352e-11,-0.0753471329588406,-0.0010747107183642181,0.0033725703628319998,1.1692092165047074e-05,9.051219627645591e-13,3.377991012782097e-30,-8.201077473065743e-30,-4.423955794964934e-12,9.051219627645591e-13,-4.423955794964934e-12,0.0033725703637371217,1.169208774109128e-05
-221.0,-0.07545859833084613,-0.0010818992526875869,-2.2731076602285897e-11,-8.89712244699979e-31,-1.237112409981232e-29,5.463050148302974e-12,-2.2731076602285897e-11,5.463050148302974e-12,-0.07545859835357721,-0.0010818992472245367,0.0033761300200636393,1.8271072679463835e-05,9.0795971059131e-13,3.451295912399759e-30,1.8013632607745985e-30,-4.379097266353045e-12,9.0795971059131e-13,-4.379097266353045e-12,0.003376130020971599,1.8271068300366568e-05
-220.5,-0.07556461209284805,-0.0010834304916111023,-2.2815744700482713e-11,-7.697852565159933e-31,7.720085559844369e-31,-4.674780702366959e-12,-2.2815744700482713e-11,-4.674780702366959e-12,-0.0755646121156638,-0.001083430496285883,0.003380606130469535,2.472081698317143e-05,9.112073216325406e-13,3.5239204194866686e-30,4.610260285995055e-30,-3.942777466516672e-12,9.112073216325406e-13,-3.942777466516672e-12,0.003380606131380742,2.4720813040393962e-05
-220.0,-0.07566735583102414,-0.0010787971877563758,-2.2895559635837437e-11,-5.7328052713131735e-31,-1.602489115452448e-29,-1.525722084811709e-11,-2.2895559635837437e-11,-1.525722084811709e-11,-0.0756673558539197,-0.0010787972030135966,0.003386166234257402,3.048343263528392e-05,9.14990180513262e-13,3.694979976403188e-30,1.4258975789934295e-29,-3.1029552639995315e-12,9.14990180513262e-13,-3.1029552639995315e-12,0.0033861662351723923,3.0483429532328657e-05
-219.5,-0.07576913809419338,-0.0010681044010068218,-2.297460290602616e-11,-4.294097793923683e-31,-1.4066465071222797e-29,-2.519254721844382e-11,-2.297460290602616e-11,-2.519254721844382e-11,-0.07576913811716798,-0.001068104426199369,0.0033928366295597366,3.498159529025796e-05,9.194393833207195e-13,3.882447840148304e-30,5.992581804881659e-29,-1.900860223168821e-12,9.194393833207195e-13,-1.900860223168821e-12,0.003392836630479176,3.498159338939774e-05
-219.0,-0.07587216766006205,-0.001052091782566652,-2.3056510679816516e-11,-1.8655686710564036e-31,-6.61835594848809e-30,-3.339575467402085e-11,-2.3056510679816516e-11,-3.339575467402085e-11,-0.07587216768311857,-0.0010520918159624066,0.0034004932240957893,3.768835014385328e-05,9.246760431063162e-13,3.9237545692979384e-30,-1.5624021932923897e-29,-4.2698632033990937e-13,9.246760431063162e-13,-4.2698632033990937e-13,0.0034004932250204655,3.768834971686696e-05
-218.5,-0.07597834507237197,-0.0010320944332878508,-2.3144165757804626e-11,1.2456697613015027e-30,9.550492152329118e-30,-3.889920566032217e-11,-2.3144165757804626e-11,-3.889920566032217e-11,-0.07597834509551614,-0.0010320944721870565,0.003408873268917568,3.8197597921268284e-05,9.307548538348986e-13,3.970060704434412e-30,7.694284939492742e-29,1.190601744619723e-12,9.307548538348986e-13,1.190601744619723e-12,0.003408873269848323,3.8197599111870025e-05
-218.0,-0.07608909388251105,-0.0010099438702888923,-2.3239512370983e-11,2.8877147823714815e-30,1.4084615343167492e-30,-4.095479251737667e-11,-2.3239512370983e-11,-4.095479251737667e-11,-0.07608909390575055,-0.0010099439112436848,0.003417607669804773,3.628476794775154e-05,9.375986316218756e-13,3.989989303052558e-30,-5.3955246634156e-29,2.8028188861012926e-12,9.375986316218756e-13,2.8028188861012926e-12,0.0034176076707423714,3.628477075057042e-05
-217.5,-0.07620524897625783,-0.0009878162626462718,-2.3343505930584226e-11,3.7476170257865554e-30,-5.5885769228125814e-30,-3.911689665816245e-11,-2.3343505930584226e-11,-3.911689665816245e-11,-0.07620524899960134,-0.0009878163017631684,0.0034262703487614047,3.1947859341152976e-05,9.449588928641964e-13,3.943367623553996e-30,5.162778464011852e-30,4.257686191500323e-12,9.449588928641964e-13,4.257686191500323e-12,0.0034262703497063636,3.1947863598839166e-05
-217.0,-0.07632701326671688,-0.0009680403236208938,-2.3456185056855575e-11,4.7461807883807584e-30,2.6154187193048975e-30,-3.3297428873729057e-11,-2.3456185056855575e-11,-3.3297428873729057e-11,-0.07632701329017307,-0.0009680403569183227,0.0034344382026665794,2.542151189088718e-05,9.52424934113369e-13,4.0288998672025846e-30,3.719794650849401e-29,5.417255920269495e-12,9.52424934113369e-13,5.417255920269495e-12,0.003434438203619004,2.5421517308143102e-05
-216.5,-0.07645398652818897,-0.0009528815830288431,-2.3576836108569653e-11,5.5220816814664514e-30,1.2917101203440394e-30,-2.378721306332452e-11,-2.3576836108569653e-11,-2.378721306332452e-11,-0.0764539865517658,-0.0009528816068160562,0.003441753136767424,1.7160672953679332e-05,9.594867040114375e-13,4.126570708030261e-30,-2.004258963524783e-29,6.171605441161897e-12,9.594867040114375e-13,6.171605441161897e-12,0.0034417531377269107,1.7160679125284774e-05
-216.0,-0.07658526208027938,-0.000944322773413421,-2.3704208127810942e-11,5.89992241084776e-30,-8.512305286888393e-31,-1.1241430302769506e-11,-2.3704208127810942e-11,-1.1241430302769506e-11,-0.07658526210398359,-0.0009443227846548513,0.0034479768067272043,7.795123200524112e-06,9.656412100364227e-13,3.9950675951299185e-30,-4.847866423242788e-30,6.4491682604237535e-12,9.656412100364227e-13,6.4491682604237535e-12,0.0034479768076928455,7.795129649692372e-06
-215.5,-0.07671957933771477,-0.0009438613559114573,-2.3836733318468833e-11,6.1077464542485594e-30,-7.049489079160378e-32,3.3696594413106806e-12,-2.3836733318468833e-11,3.3696594413106806e-12,-0.07671957936155151,-0.0009438613525417978,0.003453029398038827,-1.939175012252367e-06,9.70518737420248e-13,3.679040055737066e-30,-3.306794535789509e-29,6.223305432669129e-12,9.70518737420248e-13,6.223305432669129e-12,0.003453029399009346,-1.9391687889469344e-06
-215.0,-0.0768555137976169,-0.00095234453210679,-2.397272278199284e-11,5.686417001086741e-30,-1.4276511921338325e-30,1.8840374611362643e-11,-2.397272278199284e-11,1.8840374611362643e-11,-0.07685551382158963,-0.0009523445132664154,0.003457006048162743,-1.1282237149893952e-05,9.739950091468609e-13,3.889232043933204e-30,-3.0474170701528403e-29,5.5152787313162316e-12,9.739950091468609e-13,5.5152787313162316e-12,0.0034570060491367384,-1.128223163461522e-05
-214.5,-0.07699168165726418,-0.0009698593904672523,-2.411053121467192e-11,3.866158621879998e-30,-4.6563011050223896e-30,3.383285442446447e-11,-2.411053121467192e-11,3.383285442446447e-11,-0.07699168168137471,-0.0009698593566343979,0.003460167826573726,-1.953414507074999e-05,9.762532630228224e-13,3.906123528066249e-30,3.0205477897936723e-30,4.393587430566443e-12,9.762532630228224e-13,4.393587430566443e-12,0.003460167827549979,-1.953414067716256e-05
-214.0,-0.07712693455181707,-0.0009956912247903356,-2.424869637048186e-11,3.755241885185521e-30,-3.517580388335859e-30,4.699528792466348e-11,-2.424869637048186e-11,4.699528792466348e-11,-0.07712693457606577,-0.0009956911777950477,0.0034629078534751906,-2.6129506111166167e-05,9.777704254643064e-13,3.7477399798205005e-30,7.066466906584689e-29,2.9691083987904216e-12,9.777704254643064e-13,2.9691083987904216e-12,0.003462907854452961,-2.612950314205777e-05
-213.5,-0.07726052105880564,-0.0010283568258642843,-2.4386053896522942e-11,6.184577651938839e-30,-4.2739528583622e-31,5.708528266021554e-11,-2.4386053896522942e-11,5.708528266021554e-11,-0.07726052108319169,-0.0010283567687790016,0.0034656967921033325,-3.069246130393052e-05,9.792233782908709e-13,4.01127868673221e-30,-5.66779211624358e-29,1.3852811101580501e-12,9.792233782908709e-13,1.3852811101580501e-12,0.0034656967930825557,-3.0692459918649406e-05
-213.0,-0.07739219545675866,-0.0010657122661822047,-2.4521828139785612e-11,6.57127684495072e-30,8.201776662672754e-30,6.308790943989349e-11,-2.4521828139785612e-11,6.308790943989349e-11,-0.07739219548128048,-0.0010657122030942952,0.0034690151185687184,-3.3065641266607614e-05,9.813377304978576e-13,4.0379224638060495e-30,-5.299725949753384e-30,-1.968569343825909e-13,9.813377304978576e-13,-1.968569343825909e-13,0.0034690151195500563,-3.306564146346455e-05
-212.5,-0.07752226035488455,-0.0011051271478345719,-2.4655722258061537e-11,6.675404192944318e-30,-4.445054015365518e-30,6.431796225639009e-11,-2.4655722258061537e-11,6.431796225639009e-11,-0.07752226037954027,-0.0011051270835166097,0.0034732815983377478,-3.331055830666039e-05,9.847225703197333e-13,4.0698318874222394e-30,-1.3429095350236955e-29,-1.6178870655029346e-12,9.847225703197333e-13,-1.6178870655029346e-12,0.0034732815993224705,-3.3310559924547453e-05
-212.0,-0.07765153754952811,-0.001143710266295738,-2.4788050996159334e-11,9.711572477219396e-30,6.279835396237542e-30,6.049651440729315e-11,-2.4788050996159334e-11,6.049651440729315e-11,-0.07765153757431616,-0.0011437102057992236,0.003478788069803647,-3.168095330323157e-05,9.89741652211764e-13,3.997059468915601e-30,1.1423967468751023e-29,-2.741269404937066e-12,9.89741652211764e-13,-2.741269404937066e-12,0.0034787880707933885,-3.168095604450097e-05
-211.5,-0.07778126987332788,-0.0011785659493851082,-2.4919927719505927e-11,1.0455825444361788e-29,2.5627228108361338e-30,5.1793115149544146e-11,-2.4919927719505927e-11,5.1793115149544146e-11,-0.07778126989824781,-0.001178565897591993,0.00348565011653972,-2.85740223251482e-05,9.964589513929437e-13,3.945724345508344e-30,-2.056670882067667e-29,-3.473164782358316e-12,9.964589513929437e-13,-3.473164782358316e-12,0.003485650117536179,-2.8574025798312984e-05
-211.0,-0.0779129649241214,-0.0012070566706155438,-2.5053428568650257e-11,1.0253994392035589e-29,-1.1141578683990025e-30,3.882724298878968e-11,-2.5053428568650257e-11,3.882724298878968e-11,-0.07791296494917484,-0.0012070566317883007,0.0034937814569648757,-2.446703100505293e-05,1.004665969390208e-12,3.9237940123432e-30,2.878379832122565e-29,-3.776766528516938e-12,1.004665969390208e-12,-3.776766528516938e-12,0.0034937814579695417,-2.4467034781819458e-05
-210.5,-0.07804819849412356,-0.0012270463748172734,-2.5191578955312355e-11,1.2125169971133898e-29,3.779935187592155e-30,2.262600087124959e-11,-2.5191578955312355e-11,2.262600087124959e-11,-0.07804819851931515,-0.0012270463521912725,0.0035028968865066373,-1.9848289110108077e-05,1.0139627619705396e-12,3.941977256208544e-30,5.554259131504655e-29,-3.677785548810882e-12,1.0139627619705396e-12,-3.677785548810882e-12,0.0035028968875206,-1.9848292787893624e-05
-210.0,-0.07818840044045594,-0.0012371004726571162,-2.5338023239524395e-11,1.2806665614067213e-29,-2.126476259124301e-31,4.539418878229394e-12,-2.5338023239524395e-11,4.539418878229394e-12,-0.07818840046579396,-0.0012371004681176973,0.0035125448116876657,-1.5151636889173484e-05,1.0238454295946247e-12,3.961402955999612e-30,1.2008197855157705e-29,-3.2594716228667494e-12,1.0238454295946247e-12,-3.2594716228667494e-12,0.003512544812711511,-1.5151640148645107e-05
-209.5,-0.07833464807796059,-0.0012366225577617983,-2.5496358791336114e-11,1.2435940894564383e-29,1.896707270080664e-30,-1.3880272785973024e-11,-2.5496358791336114e-11,-1.3880272785973024e-11,-0.07833464810345694,-0.001236622571642071,0.0035221663428908604,-1.0702743935781921e-05,1.0337634912938265e-12,3.997276405664537e-30,-2.61363823558991e-29,-2.6477508143912265e-12,1.0337634912938265e-12,-2.6477508143912265e-12,0.0035221663439246238,-1.0702746583532736e-05
-209.0,-0.07848749171905085,-0.00122591413090678,-2.5669269518837997e-11,1.1396888738407305e-29,1.3535568153133667e-30,-3.102425527070231e-11,-2.5669269518837997e-11,-3.102425527070231e-11,-0.07848749174472013,-0.0012259141619310352,0.003531173922448125,-6.6839267240719966e-06,1.0431445279600142e-12,4.02478792973412e-30,4.0515106614948363e-29,-1.9892091285691063e-12,1.0431445279600142e-12,-1.9892091285691063e-12,0.00353117392349127,-6.683928713281125e-06
-208.5,-0.07864683377750227,-0.001206151256381658,-2.5857696291894867e-11,1.1230040710646597e-29,-2.7007669981251978e-31,-4.538277189365441e-11,-2.5857696291894867e-11,-4.538277189365441e-11,-0.07864683380335996,-0.00120615130176443,0.0035390390434837937,-3.1219154754129515e-06,1.051416817517017e-12,3.755529981259558e-30,1.1231795405560945e-30,-1.4261596411312583e-12,1.051416817517017e-12,-1.4261596411312583e-12,0.0035390390445352105,-3.1219169015725925e-06
-208.0,-0.07881187720455014,-0.0011792802880093572,-2.6060296742158774e-11,1.2096296780559621e-29,1.9196564972235868e-29,-5.569395446719937e-11,-2.6060296742158774e-11,-5.569395446719937e-11,-0.07881187723061044,-0.0011792803437033117,0.0035453764241783464,9.984403179967918e-08,1.058069201635085e-12,3.3338148020897206e-30,-2.0644496052609703e-30,-1.0734156498888668e-12,1.058069201635085e-12,-1.0734156498888668e-12,0.0035453764252364153,9.984295838402929e-08
-207.5,-0.07898115155063387,-0.0011478427086477234,-2.6273383181559008e-11,9.804190867824888e-30,1.028156899624269e-29,-6.106909205803257e-11,-2.6273383181559008e-11,-6.106909205803257e-11,-0.07898115157690726,-0.0011478427697168155,0.0035500116057020975,3.205903935299924e-06,1.062763044040316e-12,3.0375186460887083e-30,7.577754406573494e-29,-1.0006727353945256e-12,1.062763044040316e-12,-1.0006727353945256e-12,0.0035500116067648606,3.2059029346271884e-06
-207.0,-0.07915261644703628,-0.0011147458966202575,-2.6491401371381507e-11,9.029571088061254e-30,-3.88400107109645e-29,-6.108009020349144e-11,-2.6491401371381507e-11,-6.108009020349144e-11,-0.07915261647352768,-0.0011147459577003477,0.0035530206344392776,6.47518354063379e-06,1.0654668478855613e-12,2.9373431718869552e-30,1.082340821627409e-28,-1.2228934710802646e-12,1.0654668478855615e-12,-1.2228934710802646e-12,0.0035530206355047444,6.475182317740319e-06
-206.5,-0.07932383368875456,-0.0010830016298485623,-2.670784777108349e-11,1.280247625172676e-29,-6.875418908554792e-31,-5.579933590172734e-11,-2.670784777108349e-11,-5.579933590172734e-11,-0.07932383371546241,-0.0010830016856478982,0.0035547341592360292,1.0176302544871296e-05,1.0665472597102859e-12,2.9566110994969783e-30,-1.2319940585610284e-28,-1.6992684527871665e-12,1.0665472597102857e-12,-1.6992684527871665e-12,0.0035547341603025767,1.0176300845602843e-05
-206.0,-0.07949219135602202,-0.0010554569502781823,-2.691637398011579e-11,1.3262857559128487e-29,4.1873029590482856e-30,-4.578791423113213e-11,-2.691637398011579e-11,-4.578791423113213e-11,-0.07949219138293839,-0.0010554569960660965,0.003555703390808093,1.4501077519990958e-05,1.0667484272890846e-12,2.960930112953063e-30,1.627153406322007e-28,-2.339859617428521e-12,1.0667484272890848e-12,-2.339859617428521e-12,0.003555703391874841,1.450107518013134e-05
-205.5,-0.07965515741393017,-0.0010345424198478156,-2.711176925382584e-11,1.1313516860289173e-29,2.0565896540463326e-30,-3.2034306247356474e-11,-2.711176925382584e-11,-3.2034306247356474e-11,-0.07965515744104194,-0.0010345424518821218,0.0035566312066232205,1.950623921355421e-05,1.067035294585234e-12,2.9774456555609636e-30,-1.4337405019058708e-28,-3.0182784950491793e-12,1.0670352945852339e-12,-3.0182784950491793e-12,0.003556631207690256,1.9506236195275716e-05
-205.0,-0.0798105366040256,-0.0010220608527659047,-2.7290579322628936e-11,1.0371061062014746e-29,1.1484739648885778e-29,-1.5851395929621493e-11,-2.7290579322628936e-11,-1.5851395929621493e-11,-0.07981053663131617,-0.0010220608686173007,0.0035582773920931664,2.5073002604986128e-05,1.068345617525678e-12,3.1203059003061602e-30,1.354322706807699e-28,-3.5885070134591243e-12,1.0683456175256783e-12,-3.5885070134591243e-12,0.003558277393161512,2.5072999016479113e-05
-204.5,-0.0799567036029359,-0.0010190356211175408,-2.7451270779670592e-11,9.884704003593886e-30,1.1490261675222325e-29,1.256045051869859e-12,-2.7451270779670592e-11,1.256045051869859e-12,-0.07995670363038718,-0.0010190356198614958,0.003561351539534771,3.0892219118034726e-05,1.071347258250782e-12,3.460688287552547e-30,1.6185374120484006e-29,-3.9039992875666296e-12,1.071347258250782e-12,-3.9039992875666296e-12,0.0035613515406061184,3.089221521403544e-05
-204.0,-0.08009278754353501,-0.0010256320408460681,-2.75940064416271e-11,9.870237312700846e-30,-8.514935336820447e-30,1.7738683254006804e-11,-2.75940064416271e-11,1.7738683254006804e-11,-0.08009278757112902,-0.0010256320231073848,0.003566409523260446,3.647960657506347e-05,1.0762961776087941e-12,3.739767554297111e-30,6.454453763542497e-31,-3.837438358730334e-12,1.0762961776087941e-12,-3.837438358730334e-12,0.003566409524336742,3.647960273762511e-05
-203.5,-0.08021878787105496,-0.0010411586490292196,-2.7720202180186164e-11,9.947948825998891e-30,6.252688011594404e-29,3.2149401459337766e-11,-2.7720202180186164e-11,3.2149401459337766e-11,-0.08021878789877517,-0.0010411586168798182,0.003573769310207526,4.122145646952725e-05,1.0830383051920405e-12,3.982051390193771e-30,-5.992518819268757e-29,-3.2996462327297147e-12,1.0830383051920405e-12,-3.2996462327297147e-12,0.003573769311290564,4.122145316988101e-05
